Date	Number	Time	Sp	Ind	Infl_pos	Cor_Len_Var	Nectar_UNC	Nectar_CON	Sugar_UND	Sugar_D+2.5	Sugar (UNDc; mg/mL)	"Sugar (D_2.5_c), mg/mL"	"Sugar (D, c, mg/mL)"	SugConAvg(mg/ml)	TotalSugAmt	Time Removed
3/27/18	24	10:40:00 AM	F5	1133	1	26.72	22.11	1.381875	22.8	8.2	248.773136	84.088056	236.2147968	242.4939664	335.0963498	10:01-10:14
12/18/17	16	10:30:00 AM	F5	1133	1	26.67	18.73	1.170625	24.7	8.1	271.847496	83.037104	260.3720832	266.1097896	311.5147725	10:10-10:15
11/29/17	2	9:59:00 AM	F5	1136	1	22.95	14.42	0.90125	25.7	7	284.143856	71.5458	270.0084907	277.0761734	249.7149013	9:44-9:48
4/13/18	17	10:17:00 AM	F5	1136	1	25.01	18.64	1.165	28.8	9.6	322.928576	98.911424	311.1676987	317.0481373	369.36108	9:52-9:55
4/19/18	12	10:41:00 AM	F5	1136	1	24.56	17.06	1.06625	25.7	7.5	284.143856	76.7534	256.7144785	270.4291673	288.3450996	10:35-10:38
12/4/17	16	10:28:00 AM	F5	1139	1	25.81	34.28	2.1425	31.3	15.1	354.940176	159.134664	344.82272	349.881448	749.6210023	10:05-10:08
11/25/17	31	11:40:00 AM	F5	1139	1	25.48	28.08	1.755	26.7	11.1	296.545016	115.021544	278.8698973	287.7074566	504.9265863	11:07-11:11
12/10/17	18	10:44:00 AM	F5	1139	1	24.37	41.59	2.599375	29.8	16.1	335.654616	170.424944	334.3344838	334.9945499	870.7764581	10:15-10:18
4/26/18	30	11:19:00 AM	F5	1141	1	28.15	47.25	2.953125	29.5	15.5	331.8258	163.6382	302.1678931	316.9968466	936.1313126	10:56-10:59
4/23/18	34	11:05:00 AM	F5	1141	1	27.55	41.15	2.571875	29.2	15	328.006416	158.0114	311.6069286	319.8066723	822.5027853	10:29-10:32
4/27/18	9	10:53:00 AM	F5	1141	1	25.51	25.23	1.576875	26.6	10.9	295.300184	112.859904	291.7895972	293.5448906	462.8835994	10:21-10:24
12/8/17	32	11:43:00 AM	F5	1145	1	25.93	28.8	1.8	29.4	13.1	330.551624	136.868504	326.9636484	328.7576362	591.7637452	11:03-11:06
12/14/17	21	11:15:00 AM	F5	1145	1	26.11	36.04	2.2525	31.5	15.6	357.5294	164.766704	347.6376296	352.5835148	794.1943671	10:29-10:33
12/2/17	32	11:43:00 AM	F5	1145	1	27.84	42.65	2.665625	30.2	16	340.774376	169.2912	328.0637205	334.4190483	891.4357756	11:04-11:07
11/20/17	5	11:02:00 AM	F5	1147	1	26.21	45.78	2.86125	31.4	16.8	356.234264	178.390496	334.2581203	345.2461921	987.8356671	10:30-10:35
11/25/17	8	9:51:00 AM	F5	1147	1	24.67	44.66	2.79125	31.8	17.1	361.421096	181.820024	344.6682318	353.0446639	985.4359181	9:13-9:17
11/10/17	25	11:42:00 AM	F5	1147	1	28.58	57.28	3.58	32.9	20.9	375.771344	226.077104	383.9521766	379.8617603	1359.905102	11:05-11:09
1/23/18	37	11:30:00 AM	F5	1148	1	25.2	46.76	2.9225	25.7	14.2	284.143856	149.063016	276.5762889	280.3600724	819.3523116	11:09-11:12
1/9/18	27	10:44:00 AM	F5	1148	1	26.87	45.19	2.824375	23.2	12.1	253.599456	125.892624	237.3266793	245.4630677	693.2797518	10:29-10:32
3/8/18	18	10:13:00 AM	F5	1148	1	29.48	33.58	2.09875	31.2	14.1	353.647136	147.949184	324.1840667	338.9156013	711.2991182	9:50-9:54
3/12/18	9	9:52:00 AM	F5	1150	1	26	21.1	1.31875	35.6	12.1	411.532304	125.892624	364.5516268	388.0419654	511.7303419	9:16-9:20
12/18/17	15	10:26:00 AM	F5	1150	1	23.7	23.96	1.4975	28	10.9	312.8232	112.859904	301.2737671	307.0484836	459.8051042	10:10-10:15
3/8/18	10	9:44:00 AM	F5	1150	1	24.99	23.15	1.446875	34.5	12.8	396.8708	133.564736	364.3461373	380.6084686	550.692878	9:07-9:09
12/12/17	23	11:00:00 AM	F5	1151	2	23.55	28.66	1.79125	30	12.8	338.2124	133.564736	319.9774869	329.0949434	589.4913174	10:10-10:15
12/8/17	25	11:17:00 AM	F5	1151	1	24.59	24.97	1.560625	24.4	8.9	268.179024	91.474064	238.0084076	253.0937158	394.9843802	11:03-11:06
11/25/17	9	9:55:00 AM	F5	1151	1	24.94	15.29	0.955625	30	9.3	338.2124	95.717696	346.1237025	342.1680513	326.984344	9:13-9:17
12/18/17	17	10:33:00 AM	F5	1157	1	26.73	18.63	1.164375	29.8	9.9	335.654616	102.114584	321.3622147	328.5084154	382.5069862	10:10-10:15
12/8/17	28	11:27:00 AM	F5	1157	1	24.79	23.02	1.43875	27.3	11.2	304.036016	116.103936	317.8483947	310.9422054	447.368098	11:03-11:06
12/19/17	20	10:45:00 AM	F5	1157	2	24.43	12.83	0.801875	21.6	5.1	234.394784	51.995864	214.1030004	224.2488922	179.8195804	10:13-10:15
11/20/17	8	11:13:00 AM	F5	1162	1	26.14	11.21	0.700625	28.1	6.1	314.082704	62.238144	284.3189433	299.2008236	209.627577	10:30-10:35
12/8/17	26	11:20:00 AM	F5	1162	1	20.84	19.7	1.23125	27	9	300.2858	92.5334	280.4184761	290.3521381	357.49607	11:03-11:06
12/12/17	13	10:18:00 AM	F5	1162	1	27.22	21.97	1.373125	31.2	11.2	353.647136	116.103936	327.4902555	340.5686958	467.6433904	10:10-10:15
12/18/17	18	10:37:00 AM	F5	1163	2	27.01	33.9	2.11875	30.1	8.2	339.492864	84.088056	183.3070011	261.3999326	553.8411072	10:10-10:15
12/8/17	27	11:24:00 AM	F5	1163	1	23.61	29.77	1.860625	29.9	12.3	336.932984	128.079416	300.1713421	318.5521631	592.7061185	11:03-11:06
4/3/18	31	10:59:00 AM	F5	1163	1	25.3	17.23	1.076875	29.7	8.7	334.377296	89.358536	296.8072557	315.5922758	339.853432	10:32-10:35
4/26/18	7	9:45:00 AM	F5	1164	1	27.3	19.28	1.205	28.2	9	315.343256	92.5334	284.5114083	299.9273321	361.4124352	9:16-9:19
4/28/18	16	11:04:00 AM	F5	1164	1	22	5.54	0.34625	22.6	2.5	246.366264	25.8564	212.5452087	229.4557363	79.44904869	10:50-10:54
12/8/17	31	11:40:00 AM	F5	1164	1	25.24	34.29	2.143125	25.2	13.3	277.982576	139.076256	301.3116086	289.6470923	620.7499247	11:03-11:06
3/12/18	8	9:47:00 AM	L	1167	1	20.69	4.21	0.263125	34.8	3.5	400.856816	35.8262	376.2176489	388.5372325	102.2338593	9:16-9:20
3/15/18	5	11:40:00 AM	L	1167	1	16.42	2.39	0.149375	35.5	1.6	410.1942	16.973184	301.0432091	355.6187046	53.120544	11:19-11:22
3/17/18	16	10:08:00 AM	L	1167	1	20.23	7.17	0.448125	23.5	3.1	257.2302	31.825704	209.3749592	233.3025796	104.5487185	9:50-9:54
1/13/18	2	9:23:00 AM	F5	1168	1	23.64	20.53	1.283125	29.4	10.9	330.551624	112.859904	332.7525567	331.6520904	425.5510885	9:11-9:15
12/4/17	15	10:24:00 AM	F5	1168	1	24.76	36.95	2.309375	33	17.1	377.0822	181.820024	378.6481961	377.8651981	872.6324419	10:05-10:08
12/18/17	27	11:15:00 AM	F5	1168	1	24	24.9	1.55625	29.5	11.7	331.8258	121.531616	316.7631276	324.2944638	504.6832593	11:01-11:04
12/18/17	26	11:12:00 AM	F5	1169	2	20.26	22.44	1.4025	23.7	8.6	259.655936	88.302344	245.7040267	252.6799814	354.3836739	11:01-11:04
3/14/18	14	10:18:00 AM	L	1169	1	17.96	3.06	0.19125	25.4	1.6	280.443944	16.973184	238.8448703	259.6444071	49.65699286	10:07-10:10
12/4/17	21	10:50:00 AM	L	1169	1	19.26	4.99	0.311875	30.1	2.8	339.492864	28.836336	259.98933	299.741097	93.48175463	10:05-10:08
12/18/17	34	11:41:00 AM	F5	1170	1	26.71	47.37	2.960625	27.4	15	305.288184	158.0114	291.4388013	298.3634927	883.3424156	11:01-11:04
3/8/18	23	10:32:00 AM	F5	1170	1	24.81	43.79	2.736875	27	13.1	300.2858	136.868504	261.8911156	281.0884578	769.3039729	9:50-9:54
3/10/18	14	10:18:00 AM	F5	1170	1	26.41	36.89	2.305625	27.5	13.2	306.5414	137.971856	287.5753865	297.0583932	684.9052578	9:58-10:04
3/1/18	19	10:28:00 AM	F5	1171	1	22.86	1.96	0.1225	32.6	1.5	371.845064	15.9914	342.346502	357.095783	43.74423342	9:57-10:02
3/4/18	6	11:53:00 AM	F5	1171	1	22.3	1	0.0625	0	0.5	0	6.2312	255.4792	255.4792	15.96745	11:22-11:25
1/12/18	14	9:49:00 AM	F5	1171	1	22.93	2.21	0.138125	17.3	0.6	184.111616	7.202504	137.5645673	160.8380917	22.21576142	9:00-9:03
12/2/17	33	11:47:00 AM	F5	1172	1	22.69	29.21	1.825625	24.9	12.4	274.298384	129.174384	306.065016	290.1817	529.7629661	11:04-11:07
11/25/17	3	9:30:00 AM	F5	1172	1	22.93	22.77	1.423125	28.4	10.9	317.867504	112.859904	311.1206049	314.4940545	447.5643513	9:13-9:17
12/4/17	13	10:14:00 AM	F5	1172	1	26.66	57.42	3.58875	29.7	18	334.377296	192.1652	326.031588	330.204442	1185.021191	10:05-10:08
5/3/18	2	11:06:00 AM	F5	1174	1	27.12	32.72	2.045	25.2	12	277.982576	124.8008	277.3690152	277.6757956	567.847002	10:58
11/25/17	5	9:39:00 AM	F5	1174	1	24.55	22.15	1.384375	31.4	11.7	356.234264	121.531616	341.0018029	348.6180335	482.6180901	9:13-9:17
12/2/17	30	11:33:00 AM	F5	1174	1	26.45	39.9	2.49375	30	16.4	338.2124	173.832464	348.1005983	343.1564992	855.7465199	11:04-11:07
3/22/18	34	11:49:00 AM	F5	1180	1	23.75	20.99	1.311875	25.1	8.6	276.753464	88.302344	256.5774159	266.66544	349.8317241	11:11-11:15
3/27/18	25	10:43:00 AM	F5	1180	1	26	16.37	1.023125	26.6	8	295.300184	81.9872	282.3224474	288.8113157	295.4900774	10:01-10:14
1/12/18	10	9:37:00 AM	F5	1180	2	21.25	13.71	0.856875	26	6.2	287.8532	63.268136	247.8578836	267.8555418	229.5187174	9:00-9:03
12/14/17	17	10:58:00 AM	F5	1181	1	28.36	47	2.9375	32.9	17.9	375.771344	191.011544	353.5745602	364.6729521	1071.226797	10:29-10:33
12/10/17	23	11:04:00 AM	F5	1181	1	28.64	39.57	2.473125	32.7	17	373.152776	180.6758	363.3149711	368.2338735	910.6883984	10:15-10:18
12/6/17	35	11:59:00 AM	F5	1181	1	28.94	59.87	3.741875	30.2	17.8	340.774376	189.858936	316.7063962	328.7403861	1230.105432	11:06-11:09
12/2/17	26	11:15:00 AM	F5	1182	1	24.17	9.24	0.5775	23	4.2	251.1842	42.867416	228.4406454	239.8124227	138.4916741	11:04-11:07
12/18/17	35	11:45:00 AM	F5	1182	1	25.67	27.45	1.715625	26.6	11.2	295.300184	116.103936	285.2899994	290.2950917	498.0375167	11:01-11:04
12/4/17	23	10:58:00 AM	F5	1182	1	25.06	16.47	1.029375	25.4	6.7	280.443944	68.433816	234.6361621	257.540053	265.1052921	10:05-10:08
3/10/18	25	10:58:00 AM	F5	1183	1	27.76	40.09	2.505625	33.1	16.8	378.394104	178.390496	356.3805145	367.3873092	920.5348266	9:58-10:04
3/3/18	8	9:36:00 AM	F5	1183	1	25.69	20.57	1.285625	33.9	11.4	388.927064	118.271864	348.2609044	368.5939842	473.8736409	9:07-9:09
3/6/18	3	10:31:00 AM	F5	1183	1	25.69	27.1	1.69375	33.2	14.1	379.707056	147.949184	366.3243633	373.0157097	631.7953583	10:15-10:19
3/27/18	18	10:21:00 AM	F5	1185	1	23.42	17.29	1.080625	24.5	8	269.4008	81.9872	271.6626193	270.5317097	292.3433288	10:01-10:14
12/18/17	25	11:08:00 AM	F5	1185	1	26.22	36.39	2.274375	27.2	12.9	302.784896	134.664944	282.6890649	292.7369805	665.79367	11:01-11:04
4/3/18	35	11:13:00 AM	F5	1185	1	24.47	16.54	1.03375	27.5	7.8	306.5414	79.890536	273.0961853	289.8187927	299.600177	10:32-10:35
3/12/18	12	10:01:00 AM	C	1189	1	30.95	34.09	2.130625	36.6	16.4	424.970984	173.832464	377.8013276	401.3861558	855.2033782	9:16-9:20
12/18/17	31	11:30:00 AM	C	1189	1	34.23	4.69	0.293125	32.7	3.5	373.152776	35.8262	341.3801446	357.2664603	104.7237312	11:01-11:04
3/27/18	14	10:08:00 AM	C	1189	1	29.56	41.12	2.57	32.8	17	374.461536	180.6758	356.4304693	365.4460026	939.1962267	10:01-10:14
3/1/18	21	10:35:00 AM	F5	1190	1	29.51	24.73	1.545625	31.2	11.1	353.647136	115.021544	301.0652868	327.3562114	505.9699442	9:57-10:02
12/18/17	36	11:49:00 AM	F5	1190	1	30.86	40.91	2.556875	31.1	15.8	352.355144	167.026856	330.3383749	341.3467595	872.7809957	11:01-11:04
2/27/18	10	9:52:00 AM	F5	1190	1	31.18	14.86	0.92875	32.5	8.6	370.5384	88.302344	325.9937141	348.2660571	323.4521005	9:15-9:19
12/18/17	29	11:22:00 AM	F5	1192	1	27.12	53.55	3.346875	33.6	19.2	384.969344	206.090816	360.0335357	372.5014399	1246.715757	11:01-11:04
3/17/18	21	10:24:00 AM	F5	1192	1	25.86	10.05	0.628125	26.7	5.1	296.545016	51.995864	258.9445764	277.7447962	174.4584501	9:50-9:54
3/10/18	18	10:33:00 AM	F5	1192	1	26.8	41.48	2.5925	31.5	15.6	357.5294	164.766704	323.6545574	340.5919787	882.9847048	9:58-10:04
11/29/17	4	10:07:00 AM	F5	1196	1	27.13	38.65	2.415625	29.5	14.8	331.8258	155.768016	316.9768295	324.4013147	783.6319258	9:44-9:48
11/25/17	12	10:09:00 AM	F5	1196	1	25.55	39.77	2.485625	32.4	17	369.232784	180.6758	362.396494	365.814639	909.2780121	9:13-9:17
11/10/17	23	11:31:00 AM	F5	1196	1	28.63	47.83	2.989375	30.2	16.2	340.774376	171.559736	315.0343218	327.9043489	980.229063	11:05-11:09
4/30/18	20	11:22:00 AM	F5	1198	1	26.26	30.05	1.878125	25	11	275.5254	113.9402	265.6076875	270.5665438	508.1577901	10:35-10:38
11/20/17	7	11:10:00 AM	F5	1198	1	29.26	28.83	1.801875	26.3	11.2	291.571976	116.103936	277.191603	284.3817895	512.420437	10:30-10:35
3/27/18	16	10:14:00 AM	F5	1198	1	24.38	14.26	0.89125	23.2	6.2	253.599456	63.268136	240.7383632	247.1689096	220.2892907	10:01-10:14
1/12/18	1	9:07:00 AM	F5	1200	1	23.88	19	1.1875	27.1	8.2	301.534824	84.088056	261.1155423	281.3251832	334.0736551	9:00-9:03
3/27/18	31	11:09:00 AM	F5	1200	2	27.03	44.76	2.7975	30.1	15.5	339.492864	163.6382	309.8743037	324.6835838	908.3023257	10:45-10:50
11/20/17	4	10:57:00 AM	F5	1200	1	28.35	30.98	1.93625	27.9	12.1	311.564744	125.892624	288.4395885	300.0021662	580.8791943	10:30-10:35
12/8/17	29	11:30:00 AM	F5	1203	1	22.73	16.7	1.04375	27.4	8	305.288184	81.9872	278.3637269	291.8259555	304.5933411	11:03-11:06
11/19/17	20	11:15:00 AM	F5	1203	1	25.86	3.36	0.21	26.7	2	296.545016	20.9108	269.8488952	283.1969556	59.47136068	10:32-10:35
11/20/17	2	10:49:00 AM	F5	1203	1	25.44	19.32	1.2075	25.2	8.4	277.982576	86.193104	264.6467355	271.3146557	327.6124468	10:30-10:35
12/18/17	30	11:25:00 AM	F5	1204	1	26.01	32.4	2.025	27.1	12.2	301.534824	126.985496	283.7577133	292.6462686	592.6086939	11:01-11:04
2/27/18	3	9:31:00 AM	F5	1204	1	26.31	17.3	1.08125	27.7	8.5	309.050976	87.2472	288.9748301	299.012903	323.3077014	9:15-9:19
2/22/18	39	11:45:00 AM	F5	1204	1	26.53	27.57	1.723125	27.6	11.9	307.795664	123.710024	303.1950062	305.4953351	526.4066493	10:44-10:48
5/24/18	3	10:26:00 AM	F5	1206	1	25.34	2.91	0.181875	21.1	1	228.448344	11.0982	163.6507773	196.0495607	35.65651385	10:10-10:12
5/9/18	1	11:31:00 AM	F5	1206	1	26.12	19.14	1.19625	24.3	8	266.958296	81.9872	253.3293108	260.1438034	311.1970248	11:26-11:27
5/23/18	2	10:25:00 AM	F5	1206	1	22.85	5.19	0.324375	23.5	2.7	257.2302	27.841976	242.4236793	249.8269396	81.03761353	10:15-10:17
12/4/17	18	10:37:00 AM	F5	1207	1	24.74	35.22	2.20125	31.1	14.6	352.355144	153.528824	327.8943254	340.1247347	748.6995723	10:05-10:08
12/8/17	30	11:35:00 AM	F5	1207	1	25.61	48.52	3.0325	31	16.1	351.0642	170.424944	310.9236612	330.9939306	1003.739095	11:03-11:06
12/2/17	27	11:20:00 AM	F5	1207	1	26.5	43.47	2.716875	30.8	16.6	348.485456	176.109384	338.1608071	343.3231315	932.7660329	11:04-11:07
2/24/18	11	9:46:00 AM	F5	1209	1	24.78	11.84	0.74	28	6.1	312.8232	62.238144	272.502144	292.662672	216.5703773	9:05-9:07
2/22/18	33	11:21:00 AM	F5	1209	1	23.44	19.69	1.230625	29.5	10	331.8258	103.1844	312.8022771	322.3140385	396.6477136	10:44-10:48
2/20/18	3	9:19:00 AM	F5	1209	1	22.72	6.96	0.435	30.4	4.2	343.340544	42.867416	289.2318758	316.2862099	137.5845013	9:05-9:09
5/23/18	4	10:34:00 AM	C	1211	1	32.67	66.52	4.1575	32.7	22.5	373.152776	245.1644	392.5873705	382.8700733	1591.78233	10:15-10:17
1/12/18	12	9:43:00 AM	C	1211	1	27.47	27.45	1.715625	32.5	12.6	370.5384	131.367464	322.7954625	346.6669313	594.750454	9:00-9:03
12/18/17	28	11:18:00 AM	C	1211	1	35.17	33.79	2.111875	32.3	15.1	367.928216	159.134664	347.5154441	357.7218301	755.4637899	11:01-11:04
3/22/18	26	11:24:00 AM	F5	1213	1	24.98	17.1	1.06875	28.3	8.5	316.604856	87.2472	291.3342175	303.9695368	324.8674425	11:11-11:15
3/27/18	28	10:59:00 AM	F5	1213	1	23.57	21.39	1.336875	27.7	10	309.050976	103.1844	296.1426048	302.5967904	404.5340842	10:45-10:50
3/6/18	7	10:46:00 AM	F5	1213	1	26.97	25.77	1.610625	28.8	11.4	322.928576	118.271864	301.8525609	312.3905685	503.1440594	10:15-10:19
3/3/18	7	9:33:00 AM	L	1214	1	21.28	5.42	0.33875	22.9	2.7	249.978144	27.841976	233.3178136	241.6479788	81.85825282	9:07-9:09
2/24/18	2	9:16:00 AM	L	1214	1	19.41	1.75	0.109375	22.8	0.6	248.773136	7.202504	171.8311669	210.3021514	23.00179781	9:05-9:07
12/18/17	39	12:00:00 PM	L	1214	1	21.11	21.52	1.345	25.5	9.1	281.6762	93.593784	267.5599253	274.6180626	369.3612942	11:49-11:50
12/2/17	31	11:38:00 AM	F5	1217	1	27.02	39.44	2.465	26.7	12.5	296.545016	130.2704	262.3904811	279.4677486	688.8880003	11:04-11:07
12/4/17	14	10:19:00 AM	F5	1217	1	26.57	42.05	2.628125	28.8	14.9	322.928576	156.889184	306.1297871	314.5291815	826.6220051	10:05-10:08
11/29/17	10	10:33:00 AM	F5	1217	1	27.74	32.66	2.04125	30.8	15	348.485456	158.0114	351.5342414	350.0098487	714.4576037	9:44-9:48
1/13/18	5	9:33:00 AM	F5	1221	1	19.71	9.04	0.565	25.4	4.8	280.443944	48.943616	265.5082886	272.9761163	154.2315057	9:11-9:15
3/6/18	11	11:01:00 AM	F5	1221	1	22.48	5.8	0.3625	23.9	3.2	262.085864	32.824256	259.1984353	260.6421497	94.48277927	10:15-10:19
1/12/18	5	9:20:00 AM	F5	1221	1	22.83	10.12	0.6325	27.4	5.2	305.288184	53.015376	262.5623167	283.9252504	179.5827209	9:00-9:03
3/27/18	35	11:24:00 AM	F5	1222	1	23.87	9.33	0.583125	24.4	4.3	268.179024	43.877496	231.9910909	250.0850574	145.8308491	10:45-10:50
4/3/18	29	10:52:00 AM	F5	1222	1	25.78	11.13	0.695625	21.9	4.7	237.975224	47.928296	220.1773382	229.0762811	159.351188	10:32-10:35
4/7/18	26	11:02:00 AM	F5	1222	1	25.73	13.71	0.856875	24.9	6.2	274.298384	63.268136	247.8578836	261.0781338	223.7113259	10:46-10:50
1/12/18	6	9:23:00 AM	F5	1223	2	26.1	23.12	1.445	27.7	10.1	309.050976	104.255264	284.6276931	296.8393345	428.9328384	9:00-9:03
1/23/18	18	10:14:00 AM	F5	1223	1	25.13	22.82	1.42625	21.5	8	233.2034	81.9872	225.6983306	229.4508653	327.2542966	9:50-9:52
12/18/17	38	11:57:00 AM	F5	1223	1	27.76	41.55	2.596875	25.1	11.9	276.753464	123.710024	242.8051133	259.7792886	674.6143401	11:49-11:50
4/3/18	33	11:05:00 AM	F5	1224	1	24.87	30.26	1.89125	31.3	13.5	354.940176	141.2882	328.0538312	341.4970036	645.8562081	10:32-10:35
3/27/18	30	11:05:00 AM	F5	1224	1	23.69	23.87	1.491875	25.5	10.1	281.6762	104.255264	278.9603566	280.3182783	418.1998314	10:45-10:50
4/7/18	25	10:59:00 AM	F5	1224	1	22.19	17.66	1.10375	24.2	7.1	265.738616	72.585224	236.9911674	251.3648917	277.4439992	10:46-10:50
11/4/17	15	10:56:00 AM	F5	1229	1	32.36	70.71	4.419375	31.4	19.6	356.234264	210.766224	329.9947484	343.1145062	1516.351671	10:34-10:37
11/20/17	1	10:43:00 AM	F5	1229	1	29.76	38.74	2.42125	31.2	14.9	353.647136	156.889184	318.8811138	336.2641249	814.1795124	10:30-10:35
11/19/17	19	11:11:00 AM	F5	1229	1	28.4	30.25	1.890625	29.8	13.4	335.654616	140.181704	325.5459407	330.6002783	625.0411512	10:32-10:35
3/8/18	14	10:01:00 AM	F5	1231	1	25.89	17.7	1.10625	26.5	8	294.0564	81.9872	267.2690079	280.662704	310.4831163	9:50-9:54
3/10/18	20	10:40:00 AM	F5	1231	1	25.81	25.86	1.61625	27.8	11	310.307336	113.9402	290.1818087	300.2445723	485.27029	9:58-10:04
12/4/17	24	11:02:00 AM	F5	1231	1	28.67	31.69	1.980625	29.3	13.5	329.278496	141.2882	319.6260984	324.4522972	642.6183311	10:05-10:08
1/16/18	21	10:25:00 AM	F5	1233	1	23.47	37.15	2.321875	27.8	14.4	310.307336	151.293824	314.1943074	312.2508217	725.0073766	9:55-9:59
11/20/17	10	11:20:00 AM	F5	1233	1	24.1	43.36	2.71	31.1	16.3	352.355144	172.695576	332.008838	342.181991	927.3131956	10:30-10:35
1/12/18	9	9:33:00 AM	F5	1233	1	24.94	22.68	1.4175	28.4	9.8	317.867504	101.045816	279.2571317	298.5623178	423.2120855	9:00-9:03
1/12/18	3	9:14:00 AM	F5	1234	2	24.54	14.55	0.909375	25.7	7.1	284.143856	72.585224	272.1322316	278.1380438	252.9317836	9:00-9:03
4/5/18	6	9:33:00 AM	F5	1234	1	27.92	26.85	1.678125	29	11.5	325.4654	119.3574	297.1710313	311.3182156	522.4308806	9:09-9:12
4/7/18	32	11:25:00 AM	F5	1234	1	28.55	42.36	2.6475	28.7	14.7	321.661736	154.647896	300.6799036	311.1708198	823.8247454	10:46-10:50
3/29/18	6	9:37:00 AM	F5	1237	1	25.15	13.49	0.843125	23	6	251.1842	61.2092	242.7042334	246.9442167	208.2048427	 9:14-9:16
4/3/18	34	11:09:00 AM	F5	1237	1	28.29	39.54	2.47125	27.1	13	301.534824	135.7662	273.1118753	287.3233496	710.0478277	10:32-10:35
1/12/18	13	9:45:00 AM	F5	1237	1	25.7	20.32	1.27	28.6	10	320.395944	103.1844	306.3032976	313.3496208	397.9540184	9:00-9:03
12/2/17	25	11:12:00 AM	F5	1238	1	26.31	44.59	2.786875	31.7	17.1	360.122816	181.820024	344.9238805	352.5233482	982.438506	11:04-11:07
12/4/17	29	11:30:00 AM	F5	1238	1	26.45	39.36	2.46	29.8	15.1	335.654616	159.134664	320.8568835	328.2557498	807.5091445	11:02-11:05
12/10/17	13	10:23:00 AM	F5	1238	1	27.72	39.57	2.473125	31.2	15.2	353.647136	160.258976	322.2594572	337.9532966	835.8007467	10:15-10:18
2/17/18	20	10:21:00 AM	F5	1239	1	24.95	16.06	1.00375	31.8	9	361.421096	92.5334	323.0026403	342.2118682	343.4951627	9:47-9:51
2/10/18	28	10:58:00 AM	F5	1239	1	25.59	30.98	1.93625	31	13.2	351.0642	137.971856	316.1149883	333.5895942	645.9128518	10:40-10:44
1/12/18	4	9:17:00 AM	F5	1239	2	26.51	26.3	1.64375	31.1	12.9	352.355144	134.664944	339.478547	345.9168455	568.6008148	9:00-9:03
12/4/17	25	11:10:00 AM	F5	1241	1	29.2	42.05	2.628125	30.3	15.4	342.056936	162.510744	317.0988477	329.5778918	866.1718969	11:02-11:05
12/8/17	23	11:11:00 AM	F5	1241	1	28.74	43.8	2.7375	33.2	17.8	379.707056	189.858936	363.2460922	371.4765741	1016.917122	11:03-11:06
11/29/17	6	10:15:00 AM	F5	1241	1	28.1	24.9	1.55625	30.1	11.9	339.492864	123.710024	322.4409862	330.9669251	515.0672772	9:44-9:48
12/2/17	36	11:59:00 AM	F5	1243	1	28.88	51.1	3.19375	30.6	17.1	345.910904	181.820024	324.144896	335.0279	1069.995356	11:55
12/4/17	26	11:14:00 AM	F5	1243	1	26.07	43.74	2.73375	30.6	16.5	345.910904	174.9704	334.9799107	340.4454074	930.6926325	11:02-11:05
11/25/17	4	9:35:00 AM	F5	1243	1	27.99	24.81	1.550625	29.7	12	334.377296	124.8008	326.0112796	330.1942878	512.0075175	9:13-9:17
4/19/18	26	11:26:00 AM	F5	1245	1	29.05	48.55	3.034375	30.7	17	347.197656	180.6758	329.5333077	338.3654819	1026.727759	11:13-11:17
11/25/17	2	9:26:00 AM	F5	1245	1	27.34	12.14	0.75875	28.5	7.2	319.1312	73.625696	316.2144802	317.6728401	241.0342674	9:13-9:17
4/13/18	18	10:20:00 AM	F5	1245	1	26.7	18.45	1.153125	30	9.2	338.2124	94.655216	299.8697764	319.0410882	367.8942548	9:52-9:55
3/29/18	10	9:49:00 AM	F5	1247	1	23.89	4.33	0.270625	18.9	1.9	202.595264	19.924824	203.9878633	203.2915636	55.0157794	 9:14-9:16
4/5/18	12	9:53:00 AM	F5	1247	1	25.77	13.28	0.83	26	6.1	287.8532	62.238144	249.7024332	268.7778166	223.0855878	9:09-9:12
1/12/18	2	9:10:00 AM	F5	1247	1	23.06	17.51	1.094375	25.5	8.5	281.6762	87.2472	286.555481	284.1158405	310.9292729	9:00-9:03
3/14/18	22	10:47:00 AM	F5	1248	1	29.13	27.87	1.741875	27.4	11.2	305.288184	116.103936	282.7403709	294.0142774	512.1361194	10:07-10:10
2/27/18	20	10:28:00 AM	F5	1248	1	29.82	28.78	1.79875	29.8	12.5	335.654616	130.2704	311.327245	323.4909305	581.8793112	 10:00-10:03
12/4/17	28	11:25:00 AM	F5	1248	1	31.52	45.15	2.821875	30.9	16.5	349.774304	174.9704	329.982936	339.87862	959.0949808	11:02-11:05
1/12/18	22	10:23:00 AM	F5	1251	1	27.85	26.32	1.645	32.6	13.7	371.845064	143.504336	361.596032	366.720548	603.2553015	9:50-9:53
2/10/18	33	11:15:00 AM	F5	1251	1	25.25	23.67	1.479375	30.5	11	344.6252	113.9402	306.4880665	325.5566332	481.6203442	10:40-10:44
2/17/18	39	11:36:00 AM	F5	1251	2	25.04	23.43	1.464375	28.7	9.5	321.661736	97.8458	264.8894193	293.2755776	429.4654239	11:28-11:33
3/14/18	21	10:43:00 AM	F5	1252	1	26.48	9.61	0.600625	24.9	4.4	274.298384	44.888624	231.729931	253.0141575	151.9666283	10:07-10:10
